ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PNLP-0312","10","Contratación de un servicio de transporte sanitario aéreo mediante helicóptero con soporte vital avanzado, con base en fuerteventura.","2021-04-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0313","10","Elaboración y aplicación de un protocolo de actuación para proporcionar una atención adecuada e inmediata a las personas adultas abandonadas en centros hospitalarios.","2021-04-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0314","10","La defensa del español de canarias.","2021-04-28","Cerrada","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0300","10","Representación de las cámaras de comercio de la provincia de las palmas en el consejo de administración de la autoridad portuaria de las palmas.","2021-04-14","Cerrada","Urgencia","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0301","10","Impulso al cumplimiento de la ley 12/2019, de 25 de abril, por la que se regula la atención temprana en canarias.","2021-04-14","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0302","10","Eliminación de las barreras arquitectónicas de los centros escolares de canarias.","2021-04-14","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0303","10","Puesta en marcha de un bono turístico para incentivar el turismo local.","2021-04-14","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0277","10","Pacto de estado por la recuperación en españa.","2021-03-02","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0293","10","Mejora de la atención a los pacientes oncológicos tras la pandemia originada por la covid-19 en canarias.","2021-03-30","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0294","10","Para no considerar  las prestaciones obtenidas del sepe como segundo pagador en las declaraciones de la renta de 2020 y 2021, para todos los trabajadores y trabajadoras afectados por un erte.","2021-03-31","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0295","10","Un plan específico de recuperación para las islas de lanzarote y fuerteventura.","2021-03-31","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0280","10","Fomento del derecho a la conciliación de la vida personal, familiar y laboral en el ámbito de la administración general de la comunidad autónoma de canarias.","2021-02-26","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0264","10","Modificación del real decreto 1148/2011, de 29 de julio, para la prestación económica por cuidado de menores afectados por cáncer u otra enfermedad grave, ampliándola a hijos a cargo más allá de la mayoría de edad.","2021-02-12","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0246","10","La actividad física y deportiva como actividad esencial.","2021-01-22","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0247","10","Medidas de apoyo específicas para negocios o actividades económicas vinculadas a servicios y/o actividades deportivas, obligadas al cierre por la aplicación del real decreto 926/2020, de 25 de octubre para luchar contra el sars-cov 2.","2021-01-22","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0282","10","Memoria histórica de la lucha canaria.","2021-03-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0260","10","Obligatoriedad de uso de mascarilla fpp2.","2021-02-08","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0255","10","Medidas urgentes de servicios y prestaciones a la ciudadanía.","2021-01-29","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0256","10","El calendario de vacunación covid-19.","2021-01-29","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0306","10","El déficit de plantilla y escasez de medios materiales en el instituto nacional de la seguridad social y en el servicio público de empleo estatal.","2021-04-19","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0261","10","Inclusión del hongo mildius en los seguros agrarios.","2021-02-09","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0296","10","Consecuencias de la regulación de la pesca de patudo (thunnus obesus) para el sector pesquero canario.","2021-04-08","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0262","10","Reconocimiento como único órgano político, democrático y representativo a la asamblea nacional de venezuela elegida en 2015, hasta que se celebren unas elecciones presidenciales y parlamentarias justas, libres y verificables para recuperar la libertad y la estabilidad económica, política y social en venezuela.","2021-02-11","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0263","10","Brecha laboral y salarial entre mujeres y hombres asociada a la crisis actual. ","2021-02-12","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0254","10","El hongo mildiu o mancha negra en la cosecha de tomates.","2021-01-28","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0287","10","Cumplimiento de la orden por la que se regula la enseñanza del lenguaje silbado de la isla de la gomera.","2021-03-23","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0289","10","Estrategia canaria de bioeconomía.","2021-03-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0272","10","Impulso de la corresponsabilidad y corregir las desigualdades que sufren las mujeres en todos los ámbitos.","2021-02-23","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0273","10","La erradicación de la lgtbifobia en el ámbito deportivo.","2021-02-23","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0304","10","Plan de juventud rural.","2021-04-15","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0305","10","La erradicación del acoso lgtbifóbico en el ámbito escolar.","2021-04-16","Cerrada","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0290","10","Campaña informativa sobre las mascarillas como residuo peligroso y para incentivar su recogida.","2021-03-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0291","10","El mantenimiento de la ficha financiera del posei.","2021-03-26","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0292","10","Mejoras en la gestión de las interrupciones voluntarias del embarazo.","2021-03-26","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0310","10","Prestaciones por desempleo en los erte.","2021-04-26","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0311","10","Actuación en asentamientos humanos precarios en los municipios de canarias.","2021-04-27","Cerrada","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0328","10","Tiempo de resolución de expedientes de reembolso de gastos por desplazamientos de pacientes del servicio canario de la salud.","2021-05-13","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0316","10","Para impulsar la construcción del puerto de fonsalía.","2021-04-30","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0317","10","Elaboración de un censo de edificios y viviendas con barreras arquitectónicas y convocatorias de subvenciones de rehabilitación para la mejora de la accesibilidad.","2021-04-30","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0318","10","La reactivación de la actividad turística en canarias.","2021-04-30","Cerrada","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0319","10","Nueva denominación del centro educativo ies el chapatal para que pase a denominarse ies domingo lópez torres.","2021-05-04","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0320","10","Redacción de un plan integral de atención a la población mayor de canarias con carácter transversal y en respuesta a la situación que viven con motivo de la pandemia.","2021-04-27","Cerrada","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0297","10","Declaración de bien de interés cultural y de interés turístico regional de la fiesta de la cruz de mayo en mazo, breña baja, santa cruz de la palma y breña alta.","2021-04-05","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0248","10","Modificaciones en las ayudas rea a la alimentación animal.","2021-01-25","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0249","10","Protocolo de medidas para la reapertura de los centros deportivos y gimnasios que estén afectados por el cierre debido a las medidas implementadas como consecuencia de la pandemia de la covid-19.","2021-01-26","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0250","10","Las consecuencias actuales y futuras de las medidas adoptadas a nivel formativo, social y económico sobre los estudiantes de niveles no universitarios y universitarios afectados por la pandemia covid-19.","2021-01-26","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0298","10","Exoneración y eliminación de barreras a autónomos y pymes para poder acceder a las distintas subvenciones y ayudas económicas frente al covid.","2021-04-09","Cerrada","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0299","10","Incorporación del superávit de 2020 a los recursos contemplados en el plan extraordinario de ayudas para pymes y autónomos del gobierno de canarias.","2021-04-09","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0257","10","Los oficios artesanos tradicionales de la gomera, conservación, promoción y divulgación, así como una unidad formativa especializada en los oficios artesanos tradicionales.","2021-01-29","Cerrada","Ordinario","Cambio calificación","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0251","10","Las cuentas básicas de entidades bancarias.","2021-01-26","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0325","10","La liberación de las patentes de las vacunas covid-19 para su acceso universal.","2021-05-13","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0326","10","Mercadillos o mercados al aire libre.","2021-05-13","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0327","10","Etiquetado frontal para productos alimentarios.","2021-05-13","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0308","10","Cortes del suministro eléctrico en centros escolares de canarias.","2021-04-21","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0243","10","Accesibilidad bibliotecas públicas.","2021-01-15","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0322","10","La creación de un hospital de día en el hospital ntra. sra. de guadalupe, en la gomera.","2021-05-06","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0323","10","Familias en situación de vulnerabilidad bajo amenaza de desahucio de sus viviendas por la acción de los denominados fondos buitres.","2021-05-07","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0324","10","Reforma de la legislación contencioso administrativa para que sea la audiencia nacional el órgano judicial competente para la convalidación de las medidas restrictivas que aprobarán las autoridades sanitarias de las comunidades autónomas.","2021-05-11","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0252","10","Condiciones de acceso a la pensión en supuestos de jubilación anticipada voluntaria o forzosa con largos periodos de cotización.","2021-01-26","Cerrada","Ordinario","Cambio calificación","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0309","10","Policía canaria en las islas no capitalinas.","2021-04-26","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0244","10","Patrimonio cultural de canarias.","2021-01-18","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0245","10","Precios del suministro de combustibles derivados del petróleo en las islas verdes.","2021-01-19","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0315","10","Para garantizar la prestación de los servicios postales y su permanencia.","2021-04-29","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0253","10","Apoyo y recuperación de las entidades sociales del tercer sector de canarias.","2021-01-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0285","10","El bono comercio autonómico.","2021-03-16","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0265","10","Para la aplicación consensuada, progresiva y justa de la nueva política agrícola común (pac).","2021-02-16","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0266","10","Creación de un destacamento permanente de la policía canaria en la isla de lanzarote.","2021-02-17","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0267","10","Proyectos para la dinamización y relanzamiento de la economía verde y de las actividades productivas sostenibles para la recuperación económica de canarias.","2021-02-17","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0288","10","Para impulsar la inmediata creación de todos los consejos escolares municipales de canarias.","2021-03-24","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0321","10","Límites de las deducciones por inversiones en producciones cinematográficas, series audiovisuales y espectáculos en vivo de artes escénicas y musicales realizadas en canarias.","2021-05-04","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0268","10","Igualdad de género real y efectiva.","2021-02-19","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0346","10","Plan de abordaje asistencial a pacientes con secuelas post-covid.","2021-06-08","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0343","10","La no concesión del indulto a los políticos independentistas catalanes condenados por sedición y malversación de fondos públicos en octubre de 2019.","2021-06-03","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0345","10","Modificación de ayudas del posei en la anualidad 2022.","2021-06-04","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0370","10","La situación de presencia de hidrocarburos a lo largo de la costa de tenerife.","2021-09-08","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0362","10","La creación de un espacio aquaprotegido.","2021-07-14","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0363","10","El cribado del cáncer de colon.","2021-07-15","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0371","10","La mutilación genital femenina.","2021-09-08","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0372","10","Ayudas a los ganaderos por la subida de los costes de los insumos.","2021-09-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0373","10","La habilitación de un teléfono gratuito para atender delitos de odio.","2021-09-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0374","10","El precio de la luz.","2021-09-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0375","10","Creación de medalla conmemorativa de la lucha contra la pandemia del covid-19 para los miembros de las policías locales de canarias y del cuerpo general de la policía canaria. ","2021-09-10","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0368","10","La  adaptación  de  los  procedimientos  de  traslados  de  residuos derivada  de  la \n\nentrada en vigor del real decreto 553/2020, de 2 de junio, por el que se regula el \n\ntraslado  de  residuos  en  el  interior  del  territorio  del  estado.","2021-09-06","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0366","10","Inclusión de contenidos relacionados con el estatuto de autonomía de canarias y el régimen económico y fiscal de canarias en el ámbito educativo.","2021-07-30","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0376","10","La ratificación de la cámara con la igualdad, los derechos de las personas lgtbi y la erradicación de cualquier tipo de violencia hacia este colectivo.","2021-09-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0352","10","Ampliación del límite de edad para el alumnado de formación profesional adaptada y aumento de la oferta formativa.","2021-06-23","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0344","10","Ley de regularización de la educación social.","2021-06-03","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0360","10","Mantenimiento de las becas a los alumnos y alumnas con neae, sin la exigencia de acreditar una valoración por discapacidad de, al menos, un 33%.","2021-07-14","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0361","10","Creación de una red de coros escolares de canarias.","2021-07-14","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0378","10","Rebaja del igic que afecta al sector de las peluquerías, barberías y salones de estética.","2021-09-16","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0377","10","Para facilitar el acceso a las personas jóvenes a una vivienda de alquiler.","2021-09-14","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0379","10","Medidas para compensar a los habitantes de la isla de la palma afectados por la erupción volcánica.","2021-09-21","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0369","10","Catálogo de prestaciones y servicios del sistema público de servicios sociales de canarias.","2021-09-07","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0367","10","Asunción por parte del servicio canario de la salud de los gastos de traslado de pacientes fallecidos fuera de su isla de procedencia o residencia.","2021-08-31","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0332","10","Inclusión de actividades empresariales en las medidas extraordinarias de apoyo a la solvencia empresarial en respuesta a la pandemia de la covid-19.","2021-05-21","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0333","10","Plan progresivo de desmantelamiento de todas las centrales térmicas, hasta alcanzar su cierre definitivo.","2021-05-21","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0334","10","Censo de edificios en ruina y abandonados sobre los que el estado pueda ostentar algún derecho sucesorio y su posterior cesión o donación a la comunidad autónoma de canarias para su gestión.","2021-05-24","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0335","10","Establecimiento de un protocolo para la atención de menores huérfanos y huérfanas por violencia de género.","2021-05-26","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0336","10","Reconocimiento académico y profesional y homologación en el espacio europeo de los técnicos superiores en imagen para el diagnóstico y medicina nuclear, y de los técnicos superiores en radioterapia y dosimetría.","2021-05-26","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0337","10","La dotación de plantilla del inss en santa cruz de tenerife.","2021-05-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0339","10","Profesorado de refuerzo contratado durante el curso escolar 2020/2021.","2021-05-28","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0356","10","Modificación del artículo 32.2 de la ley de ordenación farmacéutica de canarias, mejora en la puntuación de baremos para farmacéuticos adjuntos y sustitutos, y creación de nuevo mapa farmacéutico.","2021-06-29","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0338","10","Consolidación de la reducción de las ratios en las aulas.","2021-05-19","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0340","10","Aumento de los niveles de ayuda en el rea de los cereales destinados a la alimentación animal dentro del programa posei.","2021-05-31","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0341","10","Adaptación definitiva y consensuada del ejercicio de la profesión y el acceso a la función pública, tras la reforma universitaria del plan bolonia, del grado de ingeniería civil.","2021-05-31","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0359","10","Ejecución de demolición de núcleos costeros.","2021-07-09","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0364","10","Aprobación de un fondo de apoyo para garantizar la solvencia de las empresas no financieras que sean consideradas estratégicas para el tejido productivo canario.","2021-07-19","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0365","10","Apoyo al pueblo cubano.","2021-07-19","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0380","10","Una moratoria sobre la minería submarina y la designación del monte submarino tropic como área marina de importancia ecológica.","2021-09-28","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0353","10","Desarrollo de un proyecto sobre la vejez saludable en el entorno rural.","2021-06-24","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0354","10","Abuso de la temporalidad en el empleo de la administración pública.","2021-06-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0355","10","Apoyo al servicio postal público que presta el operador público correos.","2021-06-25","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0387","10","Medidas de apoyo a la producción de sal marina artesanal en canarias.","2021-10-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0383","10","El macropuerto de fonsalía.","2021-10-15","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0386","10","La situación actual de la mujer rural en las islas.","2021-10-21","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0382","10","Compras por comercio electrónico y  autodespacho sin sobrecostes.","2021-10-14","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0388","10","Suscripción de convenio de colaboración con el consejo general del poder judicial y la federación canaria de municipios para la detección temprana de los supuestos de vulnerabilidad derivados de lanzamientos y desahucios.","2021-10-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0389","10","Inclusión de maíz, cebada y avena, envasados en sacos, en el listado de productos susceptibles de beneficiarse de la compensación al transporte marítimo y aéreo de mercancías.","2021-10-27","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0390","10","La extensión de los protocolos de detección de cáncer de mama, y concretamente las pruebas de mamografía a mujeres a partir de los 45 años y especial atención a grupos de riesgo.","2021-10-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0391","10","Autónomos afectados por la erupción del volcán de cumbre vieja.","2021-10-28","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
