ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PL-0001","10","De presupuestos generales de la comunidad autónoma de canarias para 2020.","2019-10-21","Cerrada","Lectura Única","","PROYECTOS DE LEY"
"10L/PL-0002","10","De medidas urgentes de ordenación del empleo público en las administraciones canarias (procedente del decreto ley 6/2019, de 10 de octubre).","2019-10-29","Cerrada","Urgencia","Aprobado","PROYECTOS DE LEY"
