ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PNLP-0093","10","Cumplimiento de la ley 7/2015, de 1 de abril, de los municipios de canarias.","2020-02-10","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0159","10","Búsqueda de solución para construcción de viviendas sociales en el medio rural.","2020-07-08","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0160","10","Reconsideración del reparto de los 2000 millones de euros para educación del fondo extraordinario no reembolsable.","2020-07-08","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0094","10","Establecimiento de acciones para la lucha contra el cambio climático.","2020-02-11","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0095","10","Pacto sobre el agua.","2020-02-11","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0096","10","Medidas para que las personas ostomizadas tengan los mismos derechos que los demás ciudadanos.","2020-02-11","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0132","10","Adopción de medidas para eliminar la brecha digital y garantizar la igualdad de oportunidades del sistema educativo y la calidad de la educación.","2020-06-01","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0131","10","Reparto del fondo estatal especial para la reconstrucción derivado de la crisis sanitaria por el covid-19 y creación de un fondo específico para las islas canarias.","2020-05-28","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0141","10","Plan específico educativo para las islas no capitalinas.","2020-06-09","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0164","10","Políticas específicas de empleo e inserción laboral de personas trans.","2020-07-14","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0133","10","Mantenimiento de los servicios y funcionamiento del centro de atención e información de la seguridad social (caiss) de arucas.","2020-06-03","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0167","10","Eliminación de burocracia y rigidez administrativa en entidades locales de canarias.","2020-07-15","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0146","10","Los funcionarios de cuerpos penitenciarios.","2020-06-12","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0165","10","Implantación en los centros educativos de canarias del servicio de enfermería escolar.","2020-07-14","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0166","10","Aumento progresivo de orientadores/as en los centros educativos canarios.","2020-07-15","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0161","10","Medidas para el diagnóstico temprano e investigación y aprobación de medicamento de la esclerosis lateral amiotrófica (ela).","2020-07-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0162","10","Creación de depósito de material sanitario.","2020-07-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0163","10","La jubilación anticipada.","2020-07-09","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0091","10","Políticas y actuaciones para garantizar la conectividad y accesibilidad entre canarias y la península.","2020-02-06","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0092","10","La responsabilidad social empresarial.","2020-02-07","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0103","10","Igualdad real en la retribución y consideración en el empleo entre hombres y mujeres.","2020-02-21","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0106","10","El superávit de las administraciones públicas cumplidoras y respecto al cobro a las mismas entidades por los depósitos bancarios.","2020-02-28","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0107","10","El compromiso con la educación en igualdad, educación afectivo sexual integral y derechos sexuales y reproductivos.","2020-02-28","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0113","10","Actuaciones para favorecer el acompañamiento y paliar la situación de soledad de todas las personas con ingresos hospitalaros que padezcan el covid-19.","2020-04-14","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0114","10","Reparto de mascarillas entre la población.","2020-04-27","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0104","10","La cooperación de la administración general del estado con el resto de administraciones para impulsar la ejecución del proyecto del puerto de fonsalía.","2020-02-21","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0089","10","La situación política de venezuela.","2020-02-05","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0115","10","Medidas para facilitar el trámite de alta de bodegas vinícolas e impulsar el sector ante pérdida de ventas por el covid-19.","2020-05-07","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0109","10","Reconocimiento de los riesgos de la profesión policía local y autonómica.","2020-03-03","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0110","10","El plan forestal de canarias.","2020-03-03","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0116","10","Habilitación de remuneraciones complementarias para los profesionales sanitarios ante la crisis generada por el coronavirus (covid-19).","2020-05-14","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0111","10","La equiparación salarial de la policía nacional y la guardia civil con el resto de policías autonómicas.","2020-03-09","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0112","10","Reconocimiento de los riesgos de la profesión policía local y autonómica.","2020-03-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0137","10","Realización de oferta empleo público extraordinaria para personal del servicio canario de la salud.","2020-06-08","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0140","10","Estrategia regional de educación ambiental para la sostenibilidad.","2020-06-09","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0145","10","Medidas para la prevención y protección de los trabajadores de la radiotelevisión canaria frente al coronavirus.","2020-06-11","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0136","10","Convenio de colaboración entre el gobierno de canarias y correos para ampliar la comercialización y venta de productos locales canarios y dinamizar la economía canaria.","2020-06-05","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0138","10","Creación de una comisión de emergencia educativa.","2020-06-08","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0139","10","Disponibilidad del 100% del superávit generado en el año 2019 y de sus remanentes para actuar contra los efectos negativos sanitarios, sociales y económicos derivados de la pandemia del covid-19.","2020-06-08","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0144","10","La protección del reconocimiento al programa ansina como modelo de programa de autonomía, cercanía y atención social para nuestros mayores.","2020-06-10","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0143","10","El uso y tratamiento de productos de un solo uso durante la crisis sanitaria.","2020-06-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0142","10","El campo de maniobras y tiro de pájara.","2020-06-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0156","10","El desarrollo del sector primario como actividad estratégica económica, social y medioambiental.","2020-07-01","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0147","10","Nuevo emplazamiento para la estación del proyecto raege (red atlántica de estaciones geodinámicas y espaciales).","2020-06-16","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0151","10","Estrategia de ciencia, tecnología e innovación de canarias.","2020-06-30","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0152","10","Búsqueda de solución para construcción de viviendas sociales en el medio rural.","2020-06-30","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0134","10","Ampliación de la realización de test diagnósticos en canarias para la detección del covid-19.","2020-06-04","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0135","10","Personas perceptoras del ingreso mínimo vital y del ingreso canario de emergencia en relación con la empleabilidad.","2020-06-04","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0117","10","Apoyo al pacto verde europeo de la granja a la mesa.","2020-05-25","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0148","10","Medidas para la mejora de las sinergias universidad-empresa.","2020-06-18","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0118","10","Reparto de mascarillas entre la población.","2020-05-25","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0119","10","Habilitación de remuneraciones complementarias para los profesionales sanitarios ante la crisis generada por el coronavirus (covid-19).","2020-05-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0120","10","Economía circular.","2020-05-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0121","10","Reapertura de los centros de educación infantil durante y después del estado de alarma.","2020-05-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0122","10","Desarrollo de actuaciones de lucha contra el cambio climático conectadas con las políticas europeas de crecimiento azul en zonas portuarias.","2020-05-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0123","10","Medidas fiscales, burocráticas y financieras dirigidas al sector primario para hacer frente a la crisis del covid-19.","2020-05-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0124","10","Financiación destinada a la formación profesional para el empleo en canarias.","2020-05-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0125","10","Plan de ayudas económicas y/o asistenciales para la conciliación familiar y laboral de las familias.","2020-05-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0126","10","Aumento de plazas y aulas para personas con necesidades especiales.","2020-05-25","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0127","10","Ampliación de la realización de test diagnósticos en canarias para la detección del covid-19.","2020-05-25","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0128","10","Declaración de luto oficial en canarias.","2020-05-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0129","10","Utilización por las entidades locales de canarias de sus recursos materiales y humanos de manera plena para actuar contra los efectos negativos de la crisis sanitaria, social y económica derivada de la pandemia generada por el covid-19.","2020-05-25","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0150","10","La modificación o derogación del decreto 202/1997, de 7 de agosto, por el que se aprueba el reglamento de precedencias en el ámbito de la comunidad autónoma de canarias.","2020-06-29","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0084","10","La viabilidad jurídica de vincular la emisión de contenidos publicitarios en desconexión, en el ámbito de la comunidad autónoma de canarias, con la existencia de desconexiones en programaciones locales.","2020-01-28","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0085","10","Reforma y modernización de la ley de protección a las familias numerosas para contemplar las diferentes formas de familia en nuestra sociedad.","2020-01-28","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0086","10","Modificación de la ley 20/2011, de 21 de julio, del registro civil, para mantener las oficinas de registro civil actuales.","2020-01-28","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0087","10","La situación en venezuela y la creación de una comisión de investigación.","2020-01-28","Cerrada","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0130","10","Creación de un fondo de contingencia municipal.","2020-05-26","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0097","10","Normativa que regule la instalación obligatoria de circuitos cerrados de televisión en todos los mataderos al objeto de garantizar que se cumplan los protocolos de bienestar de los animales.","2020-02-12","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0157","10","Ampliación en canarias de los erte hasta diciembre de 2020.","2020-07-02","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0098","10","Medidas de empleo para personas trans.","2020-02-13","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0153","10","Apoyo del ente público radiotelevisión canaria al deporte base canario.","2020-07-01","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0154","10","Becas de libros y material escolar curso 2020/2021.","2020-07-01","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0155","10","La excepcionalidad de no considerar al servicio público de empleo estatal como segundo pagador en la declaración del irpf correspondiente a 2020.","2020-07-01","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0100","10","Creación de incentivos a la empleabilidad de mayores de 45 años.","2020-02-20","Cerrada","Ordinario","Cambio calificación","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0101","10","Apoyo a las organizaciones agrarias canarias en sus reivindicaciones por la pérdida de rentabilidad y competitividad del campo.","2020-02-20","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0102","10","La defensa de los derechos de los trabajadores y trabajadoras autónomos.","2020-02-20","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0108","10","Plan integral de enfermedades raras de canarias.","2020-02-28","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0171","10","Legalización del cannabis medicinal o terapéutico y la producción y distribución del mismo.","2020-07-23","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0177","10","El cumplimiento de las obligaciones en materia de inmigración irregular y cese inmediato del delegado de gobierno en canarias.","2020-09-08","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0178","10","Impulso a la realización de los catálogos municipales de bienes patrimoniales culturales.","2020-09-08","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0179","10","Elaboración del plan de acogida e integración de personas refugiadas e inmigrantes en la comunidad autónoma de canarias y la activación de mecanismos para la lucha contra el tráfico de personas.","2020-09-10","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0180","10","Uso de mascarillas transparentes homologadas por el personal de las administraciones públicas que trabajen de cara al público.","2020-09-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0181","10","Devolución o compensación de tasas universitarias a causa de la crisis del virus covid-19.","2020-09-10","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0182","10","Medidas para la defensa, mejora y optimización del sistema público de sanidad.","2020-09-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0194","10","Protocolo específico para la reanudación de las competiciones de lucha canaria de forma segura.","2020-10-02","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0210","10","Convenio de colaboración entre la consejería de educación, universidades, cultura y deportes y la universidad de la laguna relativo a la investigación, digitalización y revisión crítica de la obra de josé de viera y clavijo.","2020-11-03","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0198","10","Patrimonio cultural de canarias.","2020-10-13","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0199","10","Eliminación de las ayudas destinadas a las importaciones para el incremento del nivel de autoabastecimiento.","2020-10-14","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0209","10","Creación de una oficina para coordinar los fondos de la unión europea.","2020-11-02","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0204","10","Promoción del desarrollo de la actividad económica (prodae).","2020-10-22","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0230","10","Modificación normativa del real decreto 532/2017, de 26 de mayo, por el que se regulan el reconocimiento y el funcionamiento de las organizaciones de productores del sector de frutas y hortalizas.","2020-12-01","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0205","10","La declaración del deporte y el ejercicio físico como actividad de interés general.","2020-10-23","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0206","10","Declaración del deporte tradicional de la vela latina de barquillos como bien de interés cultural.","2020-10-26","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0200","10","Participación de las asociaciones de pacientes en el sistema nacional de salud y a la sostenibilidad económica de sus actividades.","2020-10-13","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0207","10","Gestión autonómica del ingreso mínimo vital.","2020-10-28","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0236","10","Suspensión de la subida en los tipos de cotización a la seguridad social de los autónomos prevista para 2021.","2020-12-22","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0237","10","Puesta en marcha de la tarjeta sanitaria única en el sistema nacional de salud.","2020-12-22","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0238","10","La creación de la nueva especialidad de medicina de urgencias y emergencias.","2020-12-22","Cerrada","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0208","10","Medidas para lograr la accesibilidad universal en canarias.","2020-10-30","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0216","10","Mejora de las condiciones laborales de los trabajadores y trabajadoras músicos y artistas en el sector servicios.","2020-11-13","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0211","10","La ficha propuesta del posei.","2020-11-06","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0218","10","Medidas para contrarrestar el paro juvenil en canarias.","2020-11-17","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0224","10","Ley orgánica de modificación de la loe.","2020-11-20","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0225","10","Garantía habitacional segura para personas que deban guardar cuarentena durante la emergencia sanitaria de covid-19.","2020-11-23","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0217","10","Problemas derivados de la falta de inscripción de las adjudicaciones de bienes ejecutados por parte de bancos y fondos de inversión.","2020-11-16","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0226","10","La defensa del castellano como lengua vehicular de la enseñanza.","2020-11-23","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0169","10","Regulación del cannabis y los cannabinoides para uso medicinal.","2020-07-20","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0174","10","Medidas para apoyar al sector turístico de cara a la temporada de invierno 2020/2021.","2020-08-31","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0175","10","Centros de educación especial.","2020-09-08","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0176","10","La realización de pruebas pcr para la detección de covid-19 de manera periódica al personal docente, administrativo y de servicio de los centros educativos para dotar de mayor seguridad la realización del curso escolar.","2020-09-08","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0195","10","Reconocimiento de la cultura como un bien de primera necesidad y de las actividades culturales y creativas como esenciales para avanzar hacia un modelo productivo menos dependiente, más sostenible y equitativo. ","2020-10-02","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0196","10","Firma de contratos y convenios pertinentes para la compra y distribución de productos derivados del sector ganadero por parte del sector industrial, de las administraciones, organismos e instituciones dependientes. ","2020-10-02","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0197","10","La renovación del consejo general del poder judicial, el tribunal constitucional, el tribunal de cuentas y el defensor del pueblo y la independencia del poder judicial.","2020-10-08","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0201","10","Contra la explotación sexual y la trata de mujeres, niñas y niños.","2020-10-19","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0202","10","El proyecto de rehabilitación del hotel riu oliva beach en la oliva.","2020-10-19","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0203","10","Relativa a garantizar la independencia del poder judicial y de defensa de la justicia frente a los ataques autoritarios del gobierno de españa.","2020-10-20","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0212","10","La investigación de los delitos fiscales por parte de la agencia tributaria.","2020-11-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0213","10","Mejora de la atención de los pacientes con enfermedad pulmonar obstructiva crónica (epoc) en canarias.","2020-11-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0214","10","Día internacional de la eliminación de la violencia contra la mujer.","2020-11-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0215","10","Incorporación de las farmacias canarias al desarrollo urgente de una estrategia de salud pública.","2020-11-10","Cerrada","Ordinario","Cambio calificación","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0186","10","Presentación de proyectos a los fondos europeos extraordinarios del plan de recuperación para europa destinados a promover la recuperación económica mediante el desarrollo de una estrategia de cambio del modelo energético, la producción del agua y la movilidad sostenible integral.","2020-09-22","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0234","10","Diferencia de costes en el gasto de combustible entre las diferentes islas dentro del territorio de la comunidad autónoma de canarias.","2020-12-15","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0222","10","Establecimiento de marco regulador para el desarrollo de la actividad turística en autocaravanas, vehículos vivienda y vehículos mixtos.","2020-11-19","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0223","10","Reprobación del ministro del interior por incapacidad para gestionar la crisis migratoria que se sufre en canarias.","2020-11-20","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0235","10","La recuperación y refuerzo de la asignación económica por hijo o menor a cargo de la seguridad social.","2020-12-22","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0188","10","Rechazo al maltrato animal.","2020-09-25","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0189","10","Defensa del derecho a la propiedad privada y lucha contra la ocupación ilegal de viviendas.","2020-09-25","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0219","10","Mejoras presupuestarias para cubrir las necesidades de los principales operadores en la distribución de alimentos a la población vulnerable.","2020-11-17","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0220","10","La convocatoria de una oferta de empleo extraordinaria de estabilización en el ámbito de la administración general de la comunidad autónoma de canarias.","2020-11-17","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0221","10","La situación ante el fenómeno migratorio que afecta a canarias.","2020-11-18","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0228","10","Atención al paciente y detección precoz del cáncer de mama.","2020-11-25","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
