ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PNLP-0559","10","Apertura de la negociación con las organizaciones sindicales del sector sanitario para el abono del cien por cien de las pagas adicionales y equiparación de las pagas adicionales del personal al servicio de la sanidad con el resto de empleados públicos de la administración general.","2023-01-16","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0560","10","Medidas de refuerzo de la dirección general de salud pública.","2023-01-16","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0561","10","Agilización de la ejecución de los programas presupuestarios de fomento de viviendas protegidas incluidos en la ley 7/2022, de 28 de diciembre, de presupuestos generales de la comunidad autónoma de canarias para 2023.","2023-01-16","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0562","10","Adaptación de la estructura organizativa de la administración pública de la comunidad autónoma de canarias al traspaso de funciones y servicios en materia de ordenación y gestión del litoral.","2023-01-16","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0577","10","La protección medioambiental de la punta del hidalgo.","2023-03-02","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0581","10","Modificación de la ley de ordenación del turismo de canarias para incorporar la definición de zona turística saturada, y la regulación del procedimiento para su declaración y los efectos jurídicos de dicha declaración.","2023-03-16","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0582","10","El plan de ordenación del espacio marítimo de canarias, aprobado por real decreto 150/2023, de 28 de febrero, por el que se aprueban los planes de ordenación del espacio marítimo de las cinco demarcaciones marinas españolas.","2023-03-17","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0563","10","Apoyo a la candidatura para la declaración del centro histórico de las palmas de gran canaria como patrimonio mundial de la unesco.","2023-01-19","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0578","10","Mejora de la vigilancia en salud pública desde un enfoque one health.","2023-03-08","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0571","10","Cuidados paliativos para la población infantil y adolescente.","2023-02-09","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
